jsonkey_identifier	rdfs:type	schema:name	schema:sameAs	schema:image	sosa:featureOfInterest
1978_22114_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22114_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22114_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22114_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22119_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22119_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22119_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22119_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22125_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22125_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22125_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22125_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22158_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22158_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22158_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22158_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22159_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22159_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22159_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22159_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22160_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22160_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22160_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22160_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22161_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22161_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22161_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22161_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22190_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22190_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22190_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22190_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_4
1978_22191_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22191_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22191_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22191_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_4
1978_22246_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22246_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22246_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22246_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22247_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22247_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22247_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22247_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22248_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22248_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22248_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22248_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22249_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22249_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22249_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22249_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22250_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22250_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22250_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22250_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22251_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22251_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22251_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22251_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22252_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22252_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22252_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22252_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22253_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22253_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22253_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22253_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22254_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22254_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22254_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22254_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22255_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22255_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22255_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22255_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22256_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22256_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22256_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22256_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_4
1978_22257_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22257_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22257_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22257_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22258_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22258_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22258_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22258_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22259_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22259_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22259_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22259_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22260_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22260_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22260_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22260_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22261_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22261_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22261_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22261_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22262_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22262_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22262_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22262_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22263_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22263_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22263_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22263_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22264_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22264_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22264_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22264_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22265_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22265_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22265_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22265_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22301_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22301_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22301_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22301_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22302_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22302_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22302_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22302_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1978_22303_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22303_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22303_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22303_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22304_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22304_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22304_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22304_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22305_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22305_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22305_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22305_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22306_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22306_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22306_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22306_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22307_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22307_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22307_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22307_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22308_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22308_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22308_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22308_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22309_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22309_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22309_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22309_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22310_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22310_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22310_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22310_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1978_22341_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22341_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22341_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22341_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22311_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22311_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22311_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22311_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_1
1978_22312_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22312_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22312_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22312_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22313_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22313_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22313_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22313_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22314_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22314_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22314_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22314_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22315_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22315_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22315_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22315_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22316_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22316_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22316_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22316_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22317_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22317_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22317_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22317_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22318_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22318_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22318_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22318_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22319_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22319_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22319_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22319_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22320_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22320_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22320_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22320_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22321_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22321_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22321_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22321_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22322_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22322_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22322_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22322_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22323_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22323_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22323_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22323_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22324_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22324_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22324_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22324_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22325_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22325_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22325_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22325_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22326_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22326_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22326_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22326_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22327_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22327_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22327_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22327_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22328_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22328_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22328_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22328_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22329_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22329_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22329_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22329_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
1978_22331_100	 http://opengeospatial/def/ontology/gwml2#GW_Well	1978_22331_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22331_100	http://ngwd-bdnes.cits.nrcan.gc.ca/Reference/uri-cgi/feature/gsc/waterwell/ca.qc.gov.wells.1978_22331_100?format=png	https://opengeospatial.github.io/ELFIE/nrcan/aquifer/cr/Richelieu_contexte_3
