"jsonkey_huc12"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"	"hyf:cathmentRealization"
070900020601	http://www.opengis.net/def/HY_DendriticCatchment	Waunakee Marsh-Sixmile Creek	USGS Watershed Boundary Dataset Twelve Digit Hydrologic Unit Code Watershed			elfie/usgs/nhdplusvlowline/huc12obs/
