"jsonkey_"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"	"hyf:cathmentRealization"
070900020601	http://www.opengis.net/def/HY_HydrographicNetwork	NHDPlus V2.0 Network for Waunakee Marsh-Sixmile Creek	Collection of Flowlines for HUC12 watershed.			elfie/usgs/huc_huc12obs/070900020601
