jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo	hyf:catchmentRealization
TX_Harvey2017_1	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=EVENTS_SD_MERCATOR&featureID=EVENTS_SD_MERCATOR.1243	TX_Harvey2017_1	This is the event extent for the Hurricane Harvey: https://stn.wim.usgs.gov/fev/#HarveyAug2017	Floodcast_Dewberry	NA	NA	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_USGS_HUC10
