jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo
TX_MOD_55	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=55	1128158_LOCAL STREETS	This is route ID 1128158 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MOD_56	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=56	1124141_LOCAL STREETS	This is route ID 1124141 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MOD_57	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=57	1128208_LOCAL STREETS	This is route ID 1128208 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MOD_58	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=58	1129383_LOCAL STREETS	This is route ID 1129383 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MOD_59	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=59	1128281_LOCAL STREETS	This is route ID 1128281 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MOD_60	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=60	1127277_LOCAL STREETS	This is route ID 1127277 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_61	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=61	1127277_LOCAL STREETS	This is route ID 1127277 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_62	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=62	1132444_LOCAL STREETS	This is route ID 1132444 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_63	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=63	1127277_LOCAL STREETS	This is route ID 1127277 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_64	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=64	1130720_LOCAL STREETS	This is route ID 1130720 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_65	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=65	1129318_LOCAL STREETS	This is route ID 1129318 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_66	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=66	1126278_LOCAL STREETS	This is route ID 1126278 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_67	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=67	257204_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 257204 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_68	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=68	1130897_LOCAL STREETS	This is route ID 1130897 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_69	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=69	1128985_LOCAL STREETS	This is route ID 1128985 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_70	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=70	1129318_LOCAL STREETS	This is route ID 1129318 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_71	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=71	1130485_LOCAL STREETS	This is route ID 1130485 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_72	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=72	257204_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 257204 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_73	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=73	1129318_LOCAL STREETS	This is route ID 1129318 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_74	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=74	1129354_LOCAL STREETS	This is route ID 1129354 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_75	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=75	1126278_LOCAL STREETS	This is route ID 1126278 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_76	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=76	1261166_LOCAL STREETS	This is route ID 1261166 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_77	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=77	1126278_LOCAL STREETS	This is route ID 1126278 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_78	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=78	1128985_LOCAL STREETS	This is route ID 1128985 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_79	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=79	1131868_LOCAL STREETS	This is route ID 1131868 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_80	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=80	1124819_LOCAL STREETS	This is route ID 1124819 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_81	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=81	257204_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 257204 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_82	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=82	1131869_LOCAL STREETS	This is route ID 1131869 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_83	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=83	1131868_LOCAL STREETS	This is route ID 1131868 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
TX_MOD_84	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MODERATE_TX_RDS&featureID=84	1261166_LOCAL STREETS	This is route ID 1261166 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
