jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo	hyf:contributingCatchment	hyf:nexusRealization
1204010403	http://www.opengeospatial.org/standards/waterml2/hy_features/HY_HydroNexus	1204010403	USGS HUC10: https://water.usgs.gov/GIS/huc.html	Floodcast_Dewberry	NA	NA	ELFIE/data/floodcast/usgs_huc10_floodcast.json	https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=08072600
								
								
								
								
								
								
								
								
