jsonkey_huc12	rdfs:type	rdfs:label	rdfs:comment	owl:versionInfo	dcterms:creator	owl:sameAs	dcterms:license	foaf:img
070900020601	http://www.opengis.net/def/HY_DendriticCatchment	Waunakee Marsh-Sixmile Creek	USGS Watershed Boundary Dataset Twelve Digit Hydrologic Unit Code Watershed	30June2015	https://www.usgs.gov/		https://creativecommons.org/publicdomain/zero/1.0/	
