jsonkey_identifier	rdfs:type	rdfs:label	rdfs:comment	owl:versionInfo	dcterms:creator	owl:sameAs	dcterms:license	foaf:img
USGS-05427880	https://waterservices.usgs.gov/nwis/site/	SIXMILE CREEK AT STATE HIGHWAY 19 NEAR WAUNAKEE,WI			https://www.usgs.gov/	https://waterdata.usgs.gov/nwis/inventory?site_no=05427880	https://creativecommons.org/publicdomain/zero/1.0/	https://waterdata.usgs.gov/nwisweb/graph?agency_cd=USGS&site_no=05427880&parm_cd=00060&period=7
