"jsonkey_statid"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"
"1981_1011_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1012_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_3996_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1013_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1014_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1015_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1016_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1017_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1018_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1019_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1020_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1021_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1022_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1023_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1024_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1025_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1026_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1027_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1028_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1029_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1030_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1031_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1032_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1033_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_1034_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2713_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2439_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2438_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2680_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2423_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2666_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2440_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_3002_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2454_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2681_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2412_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2413_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2414_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2415_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2416_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2417_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2418_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2419_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2420_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2421_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2422_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2424_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2425_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2426_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2427_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2430_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2431_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2432_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2433_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2434_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2435_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2436_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2437_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2442_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2443_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2444_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2445_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2447_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2448_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2450_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2453_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2455_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2456_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2457_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2458_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2459_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2460_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2461_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2462_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2463_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2464_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2465_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2466_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2467_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2468_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2469_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2470_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2471_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2472_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2473_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2474_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2475_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2476_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2477_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2478_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2479_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2480_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2481_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2482_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2483_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2484_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2486_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2487_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2488_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2489_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2490_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2491_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2492_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2493_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2494_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2495_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2496_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2497_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2498_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2499_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2500_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2501_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2502_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2503_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2504_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2505_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2506_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2507_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2508_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2509_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2510_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2511_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2512_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2513_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2514_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2515_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2516_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2517_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2518_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2519_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2520_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2521_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2522_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2523_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2524_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2525_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2526_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2527_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2528_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2529_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2530_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2531_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2532_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2533_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2534_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2535_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2536_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2537_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2538_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2539_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2540_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2541_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2542_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2543_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2544_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2545_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2546_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2547_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2548_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2549_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2550_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2551_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2552_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2553_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2554_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2555_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2557_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2558_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2559_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2560_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2561_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2562_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2563_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2564_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2565_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2566_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2567_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2568_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2569_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2570_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2571_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2572_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2573_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2574_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2575_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2576_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2577_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2578_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2579_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2580_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2581_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2582_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2583_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2584_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2585_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2586_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2587_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2588_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2589_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2590_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2591_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2592_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2593_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2594_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2595_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2596_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2597_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2598_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2599_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2600_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2601_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2602_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2603_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2604_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2605_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2606_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2607_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2608_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2609_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2611_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2612_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2613_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2614_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2615_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2616_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2617_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2618_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2619_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2620_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2621_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2622_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2623_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2624_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2625_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2626_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2627_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2628_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2629_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2630_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2631_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2632_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2633_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2634_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2635_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2636_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2637_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2638_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2639_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2640_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2641_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2642_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2643_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2644_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2645_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2646_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2647_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2648_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2649_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2650_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2651_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2652_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2653_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2654_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2655_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2656_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2657_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2658_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2659_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2660_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2661_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2663_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2664_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2665_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2667_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2668_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2669_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2670_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2671_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2672_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2673_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2674_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2675_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2677_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2682_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1981_2683_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
