jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo
TX_MAJ_21	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=21	1128208_LOCAL STREETS	This is route ID 1128208 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_22	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=22	1128208_LOCAL STREETS	This is route ID 1128208 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_23	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=23	1129383_LOCAL STREETS	This is route ID 1129383 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_24	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=24	1120236_LOCAL STREETS	This is route ID 1120236 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_25	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=25	1129383_LOCAL STREETS	This is route ID 1129383 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_26	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=26	1129383_LOCAL STREETS	This is route ID 1129383 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_27	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=27	1129786_LOCAL STREETS	This is route ID 1129786 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_28	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=28	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_29	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=29	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_30	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=30	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
