jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo	geo:sfIntersects	geo:Interacts	fc:FloodEvent
TX_FP_MAJ_1	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_FP&featureID=1	Major_Floodplain	This is the major level flood indundation extent	Floodcast_Dewberry	NA	NA	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&CQL_FILTER=Status=%27Threatened%27	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&CQL_FILTER=Status=%27Monitor%27	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=EVENTS_SD_MERCATOR&featureID=EVENTS_SD_MERCATOR.1243
