jsonkey_hydroid	rdfs:type	rdfs:label	rdfs:comment	owl:versionInfo	dcterms:creator	owl:sameAs	dcterms:license	foaf:img
9400407	http://www.opengis.net/def/HY_DendriticCatchment	HUON RIVER	BoM RiverRegion.192	2012-11-16T00:00:00Z	GEOSCIENCE AUSTRALIA		https://creativecommons.org/licenses/by/3.0/au/	
