jsonkey_identifier	rdfs:type	rdfs:label	rdfs:comment	owl:versionInfo	dcterms:creator	owl:sameAs	dcterms:license	foaf:img
w00002-410730	https://www.bom.gov.au/waterdata/site/	Cotter River at Gingera	BoM Water Data Online (WDO) station: http://www.bom.gov.au/waterdata/		WDO station from ACT - ACTEW Corporation Limited	http://www.bom.gov.au/water/hrs/#id=410730	https://creativecommons.org/publicdomain/zero/1.0/	http://www.bom.gov.au/waterdata/station.html?dataowner=w00002&station=410730
